Date,Close,pred_no_sent,pred_with_sent
2023-06-02,164.7086639404297,163.87605842506204,177.12342285915992
2023-06-05,164.1990509033203,167.11150171741411,177.94962091999489
2023-06-06,163.66445922851562,168.13257191449608,178.18922606998828
2023-06-07,163.04994201660156,168.19141246666865,179.81819479305506
2023-06-08,163.86431884765625,168.0175941990572,181.3106760519576
2023-06-09,164.668701171875,166.94481004134997,182.58714499046485
2023-06-12,165.9027557373047,163.79598969476507,186.70109932982805
2023-06-13,167.66639709472656,162.6795187777738,187.98387833433466
2023-06-14,164.5238037109375,162.37127411572715,189.39258934490618
2023-06-15,163.98422241210938,161.85927957843077,190.63740679986864
2023-06-16,164.21905517578125,160.50925663109172,191.6408322426138
2023-06-19,163.5045928955078,156.76746215203283,194.9055277809843
2023-06-20,160.4369354248047,155.5540244340797,195.90826841317136
2023-06-21,159.21786499023438,155.17435910983824,197.05566368248967
2023-06-22,159.2078857421875,154.6555755135246,198.05256562763222
2023-06-23,156.67483520507812,153.3879777735796,198.8244087579059
2023-06-26,155.9853515625,150.221507445921,201.61090915728423
2023-06-27,160.7017364501953,149.30259607967596,202.53405407880206
2023-06-28,159.7374725341797,149.23022868779148,203.654138936756
2023-06-30,157.75399780273438,148.2071541434301,205.49519344410876
2023-07-03,155.49073791503906,146.36801069789087,208.76122103118743
2023-07-04,153.6521453857422,145.89632985817533,209.93430444355462
2023-07-05,154.446533203125,146.22754148670123,211.35082286352988
2023-07-06,156.55491638183594,146.44789822091383,212.6902261999615
2023-07-07,157.36929321289062,145.97960909169961,213.86781192116771
2023-07-10,154.01686096191406,145.01685250934844,218.3159287265029
2023-07-11,154.6164093017578,146.99803165027893,217.67589096420443
2023-07-12,156.7347869873047,149.7223376817969,217.26548994729117
2023-07-13,157.89889526367188,152.30009770508883,216.74804940338902
2023-07-14,157.39927673339844,154.1293729168713,216.0350684186944
2023-07-17,157.29933166503906,159.61416038808986,214.53065344967584
2023-07-18,154.9611358642578,161.30163333508852,214.01277960935218
2023-07-19,153.42730712890625,163.67279314088267,213.6630486251169
2023-07-20,151.34890747070312,165.77737639165127,213.15511234893225
2023-07-21,147.52684020996094,166.97512283956524,212.40276171718324
2023-07-24,147.90155029296875,169.9355678307503,210.423416587741
2023-07-25,146.14291381835938,170.58058862455164,209.64294653444716
2023-07-26,145.77818298339844,171.86853230728613,208.97698881107644
2023-07-27,146.80740356445312,172.80060378285762,208.11607472069747
2023-07-28,151.5487518310547,172.71037338326045,206.9824656193601
2023-07-31,150.18978881835938,171.55305053518978,203.6799757142333
2023-08-01,152.1682891845703,170.78682856101148,202.42801300367685
2023-08-02,151.1640625,170.72044899808432,201.2793137783077
2023-08-03,152.4380645751953,170.31482534403563,199.94333320075592
2023-08-04,156.1702117919922,168.88420069303473,198.35199199872307
2023-08-07,161.01148986816406,164.17213022199343,193.76980281727037
2023-08-08,165.14833068847656,162.42769913586469,192.14747080512925
2023-08-09,166.96693420410156,161.56031504562262,190.6564697581128
2023-08-10,166.9969024658203,160.4860097738478,189.02180909146207
2023-08-11,162.3354949951172,158.4929883842802,187.1811701029104
2023-08-14,160.6267852783203,154.13199125436321,189.63050214586298
2023-08-16,160.386962890625,152.63123058385102,191.35618972150107
2023-08-17,161.70596313476562,152.37932418428684,192.18503307189323
2023-08-18,162.73516845703125,151.3078831469358,192.82599227386493
2023-08-21,161.16139221191406,149.5753158173252,195.34272802772068
2023-08-22,162.4653778076172,149.41811119037237,196.21553291336153
2023-08-23,163.44464111328125,150.53074303501938,197.2910826464661
2023-08-24,164.6287384033203,151.66346176190532,198.2724724460149
2023-08-25,171.64834594726562,151.9784414958843,199.08071837033435
2023-08-28,178.87278747558594,154.58481978543765,202.23179953288493
2023-08-29,195.3201904296875,155.84886709582275,203.33879664730895
2023-08-30,189.66452026367188,158.39507226764118,204.66193713839195
2023-08-31,183.11953735351562,160.8761210855227,205.8865840145595
2023-09-01,199.54196166992188,162.3852958426231,206.9266231507904
2023-09-04,189.96429443359375,167.88026863891855,210.7537087285569
2023-09-05,181.8605194091797,169.82601030183227,212.06186475121288
2023-09-06,179.15257263183594,172.96229128184362,213.57875768837718
2023-09-07,179.8720245361328,175.86204511058756,214.9739922847343
2023-09-08,180.4466094970703,177.5692056721626,216.1564806956509
2023-09-11,181.98040771484375,182.7769998756894,220.31473264614314
2023-09-12,178.62298583984375,184.35659985632202,221.6914732337929
2023-09-13,176.81936645507812,187.0765237018203,223.26468169782066
2023-09-14,178.6529541015625,189.4502107006501,224.69047863657465
2023-09-15,182.08534240722656,190.4909403224319,225.87497208365252
2023-09-18,181.2959442138672,189.3500566982317,225.46593920883916
2023-09-20,181.0111541748047,189.45991854189106,225.29945516940867
2023-09-21,177.61875915527344,189.7981003409845,225.1494616307074
2023-09-22,177.31900024414062,188.86064230750787,224.751442911478
2023-09-25,177.04420471191406,186.4661134866807,224.06757526947214
2023-09-26,176.93429565429688,185.7134876695349,223.80132353058207
2023-09-27,178.20330810546875,186.26031394196136,223.72445688602195
2023-09-28,177.7036895751953,186.60145244209752,223.49522694534326
2023-09-29,177.473876953125,185.77027507942077,223.02807723087008
2023-10-03,177.60379028320312,183.91188951001672,221.92414202132474
2023-10-04,172.2029266357422,184.93878861425708,221.84881595775238
2023-10-05,177.2890167236328,185.7958911927346,221.6417339267599
2023-10-06,180.86627197265625,185.50205041657196,221.21923214214246
2023-10-09,187.43124389648438,185.55661200540635,220.66441191225644
2023-10-10,189.02500915527344,185.71234044162694,220.51972956969172
2023-10-11,193.45162963867188,187.17131012892511,220.60447439821476
2023-10-12,197.4835205078125,188.4059528251822,220.5822434266085
2023-10-13,196.50428771972656,188.42834842150572,220.36921150194294
2023-10-16,194.04116821289062,189.02106664183248,220.56575236408128
2023-10-17,195.24525451660156,189.21727414993347,220.70745147914906
2023-10-18,198.74755859375,190.65103427513216,221.09113367926892
2023-10-19,199.8866729736328,191.80089957572494,221.37937601152618
2023-10-20,210.35365295410156,191.68650151046413,221.4854510290302
2023-10-23,204.25833129882812,194.43105658325993,223.83082872353657
2023-10-25,190.51388549804688,197.4382216542949,225.7628411861518
2023-10-26,185.85243225097656,199.3010598134366,226.73399357321318
2023-10-27,199.42703247070312,199.88397129730546,227.5022202135189
2023-10-30,198.7025909423828,202.1201552363609,230.4895507773934
2023-10-31,196.87399291992188,202.902109595161,231.48475455219682
2023-11-01,196.1145782470703,205.03633594760535,232.67302588871115
2023-11-02,195.56500244140625,206.93671944115133,233.70766537225668
2023-11-03,198.9074249267578,207.5623878707957,234.4941344998864
2023-11-06,199.6318817138672,210.18465349606873,237.27097390057966
2023-11-07,198.7625274658203,211.15461673650435,238.1082814164195
2023-11-08,201.4504852294922,213.5337748352514,239.0991427383617
2023-11-09,204.61305236816406,215.67474164704745,239.8978389170817
2023-11-10,202.50965881347656,216.49280342428065,240.41320952575037
2023-11-13,210.9981689453125,219.55541481021135,242.22863544869827
2023-11-15,222.4393768310547,223.01122728965652,243.35212106753218
2023-11-16,225.9716796875,225.12451329432687,243.7998092831398
2023-11-17,225.56199645996094,225.80447609382577,243.97386490666094
2023-11-20,233.47091674804688,228.04507805507595,244.91185236021133
2023-11-21,239.11158752441406,228.6710001515581,245.17755796794316
2023-11-22,238.56201171875,230.67796174905368,245.64261826458957
2023-11-23,240.33566284179688,232.32099077962346,245.97027322677178
2023-11-24,237.9724578857422,232.45824525229867,246.0809027767922
2023-11-28,238.7968292236328,233.18534966448686,247.6833622204345
2023-11-29,232.32679748535156,233.36093873436354,248.07022269316482
2023-11-30,238.2622528076172,233.2332129518592,248.38390016567374
2023-12-01,234.77493286132812,231.67155002386286,248.5420814591586
2023-12-04,230.4882049560547,227.93250454709914,250.1452117109268
2023-12-05,232.56163024902344,226.89552392444307,250.85271457033474
2023-12-06,229.19920349121094,227.45353637680893,251.8566351453381
2023-12-07,224.09310913085938,227.84829302186822,252.80847538892036
2023-12-08,226.9908905029297,226.9606201001242,253.61648665532084
2023-12-11,228.70956420898438,225.90619743680097,257.1283979767251
2023-12-12,232.88636779785156,225.93382882679424,258.42431269279945
2023-12-13,232.0969696044922,227.58530851220624,259.97468529990067
2023-12-14,244.5823974609375,229.10437726115842,261.4224872500308
2023-12-15,242.95864868164062,229.36280838974656,262.66706278512277
2023-12-18,238.12234497070312,231.46821044731053,267.0443238608191
2023-12-19,241.70960998535156,232.36828210303355,268.45942762717027
2023-12-20,236.49859619140625,234.73734376979866,270.035429499492
2023-12-21,249.70846557617188,236.82257053153967,271.4135653099324
2023-12-22,245.15696716308594,237.4925931602768,272.49179531278946
2023-12-26,244.9371337890625,240.09686658788206,276.65256203053195
2023-12-27,240.9801483154297,241.80193082369425,277.59351294486135
2023-12-28,239.90597534179688,243.01374599134323,278.25653960045065
2023-12-29,237.17807006835938,242.62740688844005,278.5467945959166
2024-01-01,238.27723693847656,240.513008528427,279.11291726036706
2024-01-02,228.91941833496094,239.29408060483843,278.9809932692292
2024-01-03,227.4655303955078,239.5516904440622,280.6664063715893
2024-01-04,226.40635681152344,239.2554391202885,282.05278747989195
2024-01-05,222.61924743652344,237.3424164447123,283.04846426552564
2024-01-08,215.39979553222656,230.7408440468709,285.7184372456668
2024-01-09,215.17996215820312,228.166157055513,286.3040838938956
2024-01-10,217.08349609375,226.81816377429067,286.96197633448134
2024-01-11,217.16343688964844,225.06909053524677,287.34301526443863
2024-01-12,215.9593505859375,221.8868521177665,287.35986158906655
2024-01-15,207.9405059814453,212.73380511512042,287.40065643009996
2024-01-16,206.87132263183594,209.7732145722998,287.22217923149867
2024-01-17,211.5577392578125,208.2756869486567,287.18732744839724
2024-01-18,209.7841033935547,206.62140176334074,286.935790059822
2024-01-19,209.58424377441406,203.77851177580214,286.3784024661623
2024-01-23,206.3717041015625,195.13898000688704,284.65572241452395
2024-01-24,208.335205078125,194.93606193253058,284.3958564467643
2024-01-25,206.01197814941406,194.70191765286654,283.9737003638296
2024-01-29,199.38206481933594,191.40140764567585,281.99513718225296
2024-01-30,197.36862182617188,191.20616396719092,281.58607344432886
2024-01-31,192.92701721191406,192.5640014210814,281.4333583194978
2024-02-01,192.6822052001953,193.8211155719964,281.14071590563515
2024-02-02,198.6226348876953,193.9066398936696,280.6032280386928
2024-02-05,193.0319366455078,195.41352738128876,279.85233891051035
2024-02-06,196.2694549560547,196.09979252762037,279.6417062054285
2024-02-07,205.882080078125,196.5596254342584,279.2822585427692
2024-02-08,199.31712341308594,196.73691406475663,278.78016413735116
2024-02-09,199.9666290283203,195.6016945550181,278.02522504826936
2024-02-12,183.92393493652344,192.55167661138697,276.62257771125013
2024-02-13,186.5319366455078,191.46730149098443,276.18170359393037
2024-02-14,177.0042266845703,191.58533880228958,276.00454989610205
2024-02-15,184.04383850097656,191.3738848047007,275.66777510001396
2024-02-16,186.98158264160156,189.88804912168723,275.0587145919365
2024-02-19,187.99578857421875,185.67152824431744,274.03667119109133
2024-02-20,190.90855407714844,184.22473352166887,273.7001723913429
2024-02-21,187.7160186767578,183.93244848567034,273.62353558511876
2024-02-22,188.2506103515625,183.3743752713208,273.37493936269846
2024-02-23,184.39356994628906,181.67856554125825,272.84045740285245
2024-02-26,183.0346221923828,177.15922129696733,272.0287432861263
2024-02-27,183.6491241455078,175.72966193289156,271.75622892200056
2024-02-28,180.9462127685547,175.42386084370392,271.7483755081787
2024-02-29,181.4957733154297,174.9163882306894,271.56495606466103
2024-03-01,183.1695098876953,173.39250646329248,271.0907546815223
2024-03-04,177.24903869628906,169.490322823979,270.4974408686014
2024-03-05,177.1391143798828,168.27485097792825,270.30801222569914
2024-03-06,167.89620971679688,168.08597957151397,270.395953032486
2024-03-07,164.33395385742188,167.68995756110886,270.3124823300171
2024-03-11,159.89236450195312,162.62143434804378,269.73864862207046
2024-03-12,156.43499755859375,161.36770110030713,269.7049323396124
2024-03-13,148.86082458496094,163.08838079178298,267.63303477174503
2024-03-14,150.47457885742188,164.60436682307446,265.41360875833067
2024-03-15,166.12757873535156,165.18913946862256,262.93570937418036
2024-03-18,169.2152099609375,167.12450122603383,256.5882943638045
2024-03-19,173.3170623779297,167.70925015611155,254.56272965131922
2024-03-20,169.48500061035156,169.1810739477203,252.8489592748529
2024-03-21,166.12757873535156,170.42313987932158,251.0079754648862
2024-03-22,164.5687713623047,170.71753127072785,248.93325031234076
2024-03-26,158.27859497070312,172.0620752072646,242.2419584778488
2024-03-27,158.8081817626953,173.27466569655292,240.96067973899437
2024-03-28,166.07261657714844,174.2857832158217,239.56567428824027
2024-04-01,179.11260986328125,175.06702133680602,234.20644020160947
2024-04-02,179.8820343017578,175.3353624533933,233.05965246414078
2024-04-03,182.66488647460938,176.5497891481178,232.20146419111313
2024-04-04,185.3128662109375,177.59947431347967,231.22458405445192
2024-04-05,180.40162658691406,177.76912049151355,230.02664817534097
2024-04-08,179.65719604492188,178.79762722721492,227.36382136341157
2024-04-09,181.26095581054688,179.1991960277358,226.52546039051978
2024-04-10,180.06689453125,180.54061347244058,225.93318814244753
2024-04-12,183.6591339111328,181.9646944614583,224.21152412519547
2024-04-15,182.86474609375,183.0483967122544,221.91732443645097
2024-04-16,181.8804931640625,183.37197013532273,221.11720975870722
2024-04-18,188.91510009765625,185.54321483606512,219.71868667872013
2024-04-19,190.89358520507812,185.54627370394195,218.65213054032006
2024-04-22,193.22178649902344,191.5295429813082,222.9552939781458
2024-04-23,202.59461975097656,193.3668379929715,224.30593518700846
2024-04-24,200.30636596679688,196.07880699669715,225.8269592902915
2024-04-25,199.93663024902344,198.50860770426974,227.14889696881366
2024-04-26,195.68490600585938,199.87808471943057,228.17219053027304
2024-04-29,200.566162109375,203.73296768351227,231.55890936135896
2024-04-30,210.71337890625,204.828601749078,232.56487136640192
2024-05-02,222.69918823242188,208.6375428859952,234.69759554078092
2024-05-03,215.19993591308594,209.30613043873424,235.35550382719683
2024-05-06,212.60693359375,211.40076546606096,237.72139334629242
2024-05-07,203.41897583007812,212.05445783312672,238.42593813903352
2024-05-08,203.93858337402344,213.81337067353132,239.32879996525398
2024-05-09,196.51925659179688,215.37548988855835,240.05330504768986
2024-05-10,206.19683837890625,215.87472175840327,240.50552774779462
2024-05-13,210.0638885498047,218.1217619774233,242.5328468351482
2024-05-14,210.82330322265625,219.03619990047054,243.2200878404278
2024-05-15,211.21299743652344,221.22279585715134,244.16077706849399
2024-05-16,212.45704650878906,223.28956899727578,244.96934333876058
2024-05-17,211.90248107910156,224.30808104944498,245.5486203865399
2024-05-21,234.56008911132812,230.17319861858314,249.2301546886055
2024-05-22,237.82757568359375,233.18462932882812,250.50707950080192
2024-05-23,250.03822326660156,236.06426303085493,251.67335981092796
2024-05-24,259.9505920410156,237.81508900145576,252.6231368281802
2024-05-27,257.6023864746094,244.0293180569076,256.4862323044773
2024-05-28,256.30841064453125,247.03741056410811,259.2728469212223
2024-05-29,258.0420837402344,251.40678483289798,262.3458927192933
2024-05-30,253.43560791015625,255.55334817789205,265.28674578410204
2024-05-31,258.8164978027344,258.4041091305449,267.975632924761
2024-06-03,273.21044921875,267.3725282240811,276.8806791919576
2024-06-04,246.46595764160156,270.30149411725466,279.84202396185214
2024-06-05,257.98211669921875,274.5947489937887,283.04838910513104
2024-06-06,254.519775390625,278.55463798701015,286.05334733632395
2024-06-07,281.1343688964844,281.03902119569284,288.7287476582265
2024-06-10,289.4529724121094,288.55276000729236,297.26785264735133
2024-06-11,293.61480712890625,290.9092168221201,299.9892607555034
2024-06-12,291.94610595703125,294.70852315384377,302.9174834817986
2024-06-13,297.80157470703125,298.14992816967333,305.58689921065934
2024-06-14,294.119384765625,300.0308795760467,307.8695758179241
2024-06-18,300.4794921875,307.9782899944054,317.3727222553813
2024-06-19,318.0010681152344,311.5803116401338,319.8615017276468
2024-06-20,324.80584716796875,314.9033056480471,322.09580687378474
2024-06-21,320.40423583984375,316.6780613228052,323.95158171455284
2024-06-24,328.4081115722656,323.09486528426476,330.19912659650004
2024-06-25,327.0291748046875,325.46878695570246,332.24173834273734
2024-06-26,336.7567138671875,329.69556605394104,334.59199242541
2024-06-27,344.5157470703125,333.74395099885294,336.75089672267217
2024-06-28,355.19757080078125,336.2610350352593,338.59232038818203
2024-07-01,390.4855041503906,344.459900020391,344.37051325756175
2024-07-02,386.0938720703125,347.56831857560076,346.41577304116447
2024-07-03,376.7310485839844,352.6579566312136,348.85626934775564
2024-07-04,369.6065368652344,357.56499717726274,351.1648117433909
2024-07-05,368.5123596191406,360.848059564451,353.20322917838973
2024-07-08,370.3609313964844,372.15916893145027,360.842222780652
2024-07-09,399.68341064453125,376.1326691153294,363.5633883533177
2024-07-10,396.5957946777344,382.0452719663265,366.70028871108474
2024-07-11,393.59808349609375,387.6056093383878,369.69173642583894
2024-07-12,376.3113708496094,391.282678904631,372.38112772498
2024-07-15,364.3705139160156,402.5555985361769,381.77647974579776
2024-07-16,363.47119140625,406.0428672467299,384.9646499703146
2024-07-18,356.67645263671875,415.9133185859097,391.8036583127804
2024-07-19,350.0315246582031,418.2915062390644,394.693420730049
2024-07-22,370.01617431640625,424.09059767228774,404.1140319472774
2024-07-23,370.4158935546875,425.24384089592394,407.09690438972495
2024-07-24,400.3429260253906,428.0179185583171,410.33713445097
2024-07-25,449.2054443359375,429.9270656333995,413.2249366485538
2024-07-26,441.26153564453125,429.3272831137228,415.5897639993749
2024-07-29,461.5959777832031,425.414661550652,422.9485565385211
2024-07-30,443.01019287109375,423.1790870087075,425.0993361823448
2024-07-31,444.1593322753906,422.6394137572424,427.4660109253694
2024-08-01,434.3668518066406,421.2484659954719,429.42989357095746
2024-08-02,434.0670471191406,417.3387094145197,430.82787477819005
2024-08-05,410.13543701171875,429.26708763812445,439.3269528946326
2024-08-06,427.9217834472656,432.17150694261795,441.87727762153787
2024-08-07,426.4229431152344,437.06905506963,444.69104891773515
2024-08-08,424.62432861328125,441.1531610321287,447.1308151993493
2024-08-09,430.1200866699219,442.4522019486202,449.0320147980978
2024-08-12,441.81109619140625,445.972194675663,455.4426481749364
2024-08-13,432.66815185546875,447.00221894151235,457.45755608242604
2024-08-14,435.8157043457031,450.9540749210888,459.84673092417216
2024-08-16,489.724365234375,455.5567171306365,463.56899891724896
2024-08-19,519.4515380859375,461.75716922816883,469.7890442770059
2024-08-20,531.3424072265625,464.78705805916707,471.91987857625014
2024-08-21,525.4969482421875,471.64511423264787,474.52796957355713
2024-08-22,555.1242065429688,478.53569784276425,476.9029481006574
2024-08-23,557.7222290039062,482.82568822235805,478.8568122084685
2024-08-26,520.7506103515625,500.87399346339515,486.44609584290055
2024-08-27,504.81280517578125,508.2190447770722,489.1123114617215
2024-08-28,507.5107116699219,519.8455352887149,492.30073257820675
2024-08-29,489.62445068359375,531.3911531194357,495.25673438774015
2024-08-30,524.74755859375,539.8297278574076,497.7742899685132
2024-09-02,513.4561767578125,569.0655760750825,507.06874541452623
2024-09-03,541.2848510742188,579.4506260086173,510.26153254003765
2024-09-04,567.01513671875,594.080970435541,513.9658376741376
2024-09-05,590.6469116210938,608.0670533806409,517.3867880693639
2024-09-06,601.388671875,618.0391789509084,520.304943606161
2024-09-09,613.4295043945312,621.650616088406,528.4909864798537
2024-09-10,617.4763793945312,622.3808754415866,531.213882455886
2024-09-11,609.7322998046875,626.9582302947765,534.4148544174707
2024-09-12,614.3287963867188,630.3214052412969,537.2691426934634
2024-09-13,613.9291381835938,629.2229792529961,539.5528272379311
2024-09-16,614.2288818359375,625.3981950218824,547.706777273244
2024-09-17,620.7738037109375,623.5210283162093,550.3380497971976
2024-09-18,638.9099731445312,625.5206455318477,553.4295300004984
2024-09-19,616.0774536132812,626.4287729922873,556.1332085657828
2024-09-20,613.02978515625,623.0751198022032,558.2226078870845
2024-09-23,611.7303466796875,614.0142416423042,565.7388402932908
2024-09-24,633.7206420898438,611.0209207124158,568.139615201456
2024-09-25,674.4526977539062,612.2306092216861,571.0171153637278
2024-09-26,673.453125,612.7098786733744,573.5014701345797
2024-09-27,663.9073486328125,609.3036930594668,575.3648286925475
2024-09-30,642.816650390625,602.0330517565752,582.3787093804968
2024-10-01,631.771484375,600.1954570324349,584.6729029682043
2024-10-03,612.679931640625,604.7607334428,589.9683579977692
2024-10-04,609.581298828125,603.0298235216411,591.8478982765871
2024-10-07,538.4127197265625,601.0402028860685,599.3082098257954
2024-10-08,609.9811401367188,600.8932562221169,601.8796894333639
2024-10-09,619.027099609375,605.0130169507128,605.069616961498
2024-10-10,614.5291137695312,608.4416858173106,607.9602552426055
2024-10-11,610.78076171875,607.935099484654,606.1571875170371
2024-10-14,619.027099609375,608.3562130465244,602.9936715904661
2024-10-15,614.229248046875,608.5602965990156,602.1328202594093
2024-10-16,591.0394897460938,612.7802350871327,601.927159674662
2024-10-17,593.2884521484375,616.0990198873811,601.4560698492719
2024-10-18,615.8285522460938,615.3572847571601,600.4872807114856
2024-10-21,586.6414184570312,614.1233527635476,599.8612827737148
2024-10-22,571.6480712890625,613.5631600349403,599.8325251746069
2024-10-23,585.5418701171875,616.9430503865326,600.4225327706963
2024-10-24,591.839111328125,619.4116397864877,600.7161895256364
2024-10-25,565.7506103515625,617.8631634674623,600.4739176479749
2024-10-28,579.2946166992188,614.6066956892155,601.5860352924561
2024-10-29,585.5918579101562,613.5881531409169,601.9662948726109
2024-10-30,599.6856689453125,616.6198544398378,602.855360873109
2024-10-31,636.7193603515625,618.8895769680909,603.348791236759
2024-11-01,640.8675537109375,617.3135747947654,603.2063973224101
2024-11-04,625.3243408203125,614.7704593442139,603.8952068734146
2024-11-05,631.4216918945312,614.2062886844058,603.9060591162807
2024-11-06,668.0055541992188,617.7370646397454,604.3073707782162
2024-11-07,668.5053100585938,620.5531021456009,604.2188962242368
2024-11-08,689.3961181640625,619.5597309964114,603.413811842537
2024-11-11,646.26513671875,618.4986261036679,601.6472362362912
2024-11-12,648.9639282226562,618.2391467650464,600.7419547106455
2024-11-13,629.2725830078125,621.9084313425792,600.1950293043672
2024-11-14,628.4729614257812,633.5821185642509,602.8520298466565
2024-11-18,624.02490234375,665.0754296569443,611.6355337110165
